data,chuva,nivel
2015-02-24 17:00:00,-999.99,48283.27
2015-02-24 18:00:00,0.0,48282.67
2015-02-24 19:00:00,0.0,48283.63
2015-02-24 20:00:00,0.0,48285.5
2015-02-24 21:00:00,0.0,48286.24
2015-02-24 22:00:00,0.0,48286.75
2015-02-24 23:00:00,0.0,48286.22
2015-02-25 00:00:00,0.0,48285.51
2015-02-25 01:00:00,0.0,48284.56
2015-02-25 02:00:00,0.0,48283.65
2015-02-25 03:00:00,0.0,48282.96
2015-02-25 04:00:00,0.0,48283.88
2015-02-25 05:00:00,0.0,48285.7
2015-02-25 06:00:00,0.0,48287.29
2015-02-25 07:00:00,0.0,48288.4
2015-02-25 08:00:00,0.0,48288.72
2015-02-25 09:00:00,0.0,48288.32
2015-02-25 10:00:00,0.0,48287.44
2015-02-25 11:00:00,0.0,48286.72
2015-02-25 12:00:00,0.0,48286.16
2015-02-25 13:00:00,0.0,48285.44
2015-02-25 14:00:00,0.0,48284.95
2015-02-25 15:00:00,0.0,48288.7
2015-02-25 16:00:00,0.0,48291.88
2015-02-25 17:00:00,0.0,48293.24
2015-02-25 18:00:00,0.0,48293.22
2015-02-25 19:00:00,0.0,48288.88
2015-02-25 20:00:00,0.0,48286.98
2015-02-25 21:00:00,0.0,48286.66
2015-02-25 22:00:00,0.0,48286.85
2015-02-25 23:00:00,0.0,48285.12
2015-02-26 00:00:00,0.0,48284.55
2015-02-26 01:00:00,0.0,48282.88
2015-02-26 02:00:00,0.0,48284.5
2015-02-26 03:00:00,0.0,48286.57
2015-02-26 04:00:00,0.0,48288.05
2015-02-26 05:00:00,0.0,48289.12
2015-02-26 06:00:00,0.0,48289.57
2015-02-26 07:00:00,0.0,48288.85
2015-02-26 08:00:00,0.0,48287.54
2015-02-26 09:00:00,0.0,48285.49
2015-02-26 10:00:00,0.0,48283.46
2015-02-26 11:00:00,0.0,48283.33
2015-02-26 12:00:00,0.0,48283.45
2015-02-26 13:00:00,0.0,48283.84
2015-02-26 14:00:00,0.0,48284.4
2015-02-26 15:00:00,0.0,48284.75
2015-02-26 16:00:00,0.0,48284.84
2015-02-26 17:00:00,0.0,48285.28
2015-02-26 18:00:00,0.0,48285.43
2015-02-26 19:00:00,0.0,48285.64
2015-02-26 20:00:00,0.0,48285.95
2015-02-26 21:00:00,0.0,48286.1
2015-02-26 22:00:00,0.0,48286.31
2015-02-26 23:00:00,0.0,48286.46
2015-02-27 00:00:00,0.0,48286.62
2015-02-27 01:00:00,0.0,48286.87
2015-02-27 02:00:00,0.0,48287.1
2015-02-27 03:00:00,0.0,48287.24
2015-02-27 04:00:00,0.0,48287.27
2015-02-27 05:00:00,0.0,48287.38
2015-02-27 06:00:00,0.0,48287.48
2015-02-27 07:00:00,0.0,48287.46
2015-02-27 08:00:00,0.0,48287.51
2015-02-27 09:00:00,0.0,48287.57
2015-02-27 10:00:00,0.0,48287.25
2015-02-27 11:00:00,0.0,48285.35
2015-02-27 12:00:00,0.0,48283.24
2015-02-27 13:00:00,0.0,48283.4
2015-02-27 14:00:00,0.0,48287.15
2015-02-27 15:00:00,0.0,48290.49
2015-02-27 16:00:00,0.0,48293.16
